pressure	temperature	Kzz	H2Oaer	CO2aer	H2SO4aer	NH3aer	N2Oaer	C2H2aer	C2H4aer	C2H6aer	CH3CNaer	HCCCNaer	HCNaer	CH4aer	He	H	H2	H2O	OH	O	O2	CO	CO2	HCO	H2CO	C	CH	CH2	CH3	CH4	S	S2	H2S	HS	SO	SO2	CS	CS2	OCS	CN	HCN	N	N2	NH	NH2	NH3	C2	C2H	C2H2	C2H4	NO	HNO	HO2	HNCO	N2O	H2O2	O3	NO2	NO3	SO3	HNO2	HNO3	H2SO4	N2H4	C2H6	CH3OH	CH2CO	CH3CHO	C3H4	C3H6	C4H2	C4H4	HCS	C2H3	C2H5	NCO	1CH2	HCCO	NNH	HSO	CH3O	H2COH	H2CN	N2H2	C4H	HCNOH	C2H2OH	CH3CO	CH2CHO	C2H3OH	C2H4OH	CH3O2	HSO3	O1D	N2H3	NH2CO	HS4	C4H3	CH2N2	N2D	CH2CN	CH3CN	HCCCN	
4.168493e+05	5.919249e+02	2.080087e+09	2.037456e-59	2.037456e-59	2.037456e-59	2.037456e-59	2.037456e-59	2.037456e-59	2.037456e-59	2.037456e-59	2.037456e-59	2.037456e-59	2.037456e-59	2.037456e-59	1.374798e-01	1.173462e-13	7.882248e-01	5.404744e-03	8.926379e-21	1.035025e-29	2.669124e-17	5.498979e-02	4.439942e-04	2.134682e-14	2.696770e-08	2.301556e-44	1.038415e-33	4.789555e-29	1.143854e-14	5.830039e-03	3.756911e-17	3.103231e-09	2.116853e-03	4.643373e-11	3.401768e-13	1.636904e-14	7.350911e-15	3.168797e-08	4.859918e-06	4.044169e-25	1.823374e-05	4.840684e-23	5.419644e-03	3.323757e-19	5.982138e-18	6.709191e-05	1.253366e-53	1.050366e-37	1.294722e-15	9.211381e-12	2.159400e-15	7.494507e-20	7.600877e-23	1.535565e-09	3.507729e-18	7.615519e-20	5.022637e-44	4.635534e-28	1.106743e-49	3.128335e-26	1.561670e-25	2.292396e-38	6.427972e-28	1.101756e-18	5.319011e-09	1.822661e-08	4.882526e-12	1.059330e-11	2.552428e-22	1.928932e-17	9.327047e-24	2.691090e-18	1.704072e-16	2.163706e-25	9.985136e-19	5.760250e-24	1.376629e-32	3.196976e-26	3.776405e-24	1.311006e-15	8.067278e-21	1.154630e-17	3.877802e-14	3.610063e-15	3.277607e-45	1.135191e-25	7.847569e-32	8.171005e-19	2.447571e-20	3.225425e-14	6.292543e-24	1.371873e-27	1.422507e-35	4.088135e-46	1.102781e-23	6.833158e-18	4.604145e-17	3.383343e-29	4.098213e-29	2.860752e-42	1.563488e-17	2.666764e-09	4.875673e-17	
3.342173e+05	5.542565e+02	2.323108e+09	2.406470e-59	2.406469e-59	2.406469e-59	2.406469e-59	2.406469e-59	2.406469e-59	2.406469e-59	2.406469e-59	2.406469e-59	2.406469e-59	2.406469e-59	2.406469e-59	1.374798e-01	6.376060e-14	7.882249e-01	5.404744e-03	1.991876e-21	1.266430e-29	3.072855e-17	5.498979e-02	4.439942e-04	2.322156e-14	2.616096e-08	4.064715e-45	3.383670e-34	9.024415e-30	5.801629e-15	5.830039e-03	7.116130e-17	3.663751e-09	2.116849e-03	5.283538e-11	4.030081e-13	1.650765e-14	4.843051e-15	3.168795e-08	4.861931e-06	6.645171e-26	1.823374e-05	3.630219e-23	5.419644e-03	4.908108e-19	2.851648e-18	6.709195e-05	4.453097e-55	1.234908e-38	1.313473e-15	9.495381e-12	2.523141e-15	1.602027e-19	3.264801e-22	1.501605e-09	3.924758e-18	1.183456e-19	2.495387e-43	2.068974e-27	2.713448e-47	3.234271e-26	1.732164e-25	1.237084e-37	1.966189e-27	1.329403e-18	5.318925e-09	1.822620e-08	4.917809e-12	1.052205e-11	2.559476e-22	1.906747e-17	9.997610e-24	2.690182e-18	2.131215e-16	8.511069e-26	7.337182e-19	4.362256e-24	1.548242e-33	1.209816e-26	1.033181e-24	1.375878e-15	6.001888e-21	8.981513e-18	8.226259e-14	5.122310e-15	4.397935e-46	7.068561e-26	1.424892e-32	6.417258e-19	2.196870e-20	3.251074e-14	5.845094e-24	4.026001e-27	9.829715e-36	1.974580e-47	2.434590e-23	1.435385e-17	4.604144e-17	2.190092e-29	9.308650e-30	5.112524e-43	1.316059e-17	2.666913e-09	4.875699e-17	
2.640698e+05	5.166944e+02	2.613529e+09	2.878215e-59	2.878213e-59	2.878213e-59	2.878213e-59	2.878213e-59	2.878213e-59	2.878213e-59	2.878213e-59	2.878213e-59	2.878213e-59	2.878213e-59	2.878213e-59	1.374798e-01	3.232236e-14	7.882249e-01	5.404744e-03	3.649639e-22	1.905431e-29	3.498054e-17	5.498979e-02	4.439942e-04	2.622424e-14	2.547039e-08	5.142281e-46	8.376619e-35	1.393566e-30	2.728005e-15	5.830038e-03	1.509095e-16	4.245122e-09	2.116845e-03	6.237186e-11	4.681669e-13	1.660577e-14	4.079519e-15	3.168794e-08	4.864084e-06	8.583080e-27	1.823374e-05	2.355017e-23	5.419644e-03	7.173174e-19	1.320022e-18	6.709197e-05	1.010879e-56	1.080277e-39	1.329630e-15	9.757362e-12	2.909297e-15	3.574788e-19	1.540637e-21	1.471501e-09	4.359719e-18	1.418497e-19	1.860476e-42	9.138317e-27	5.892828e-44	2.834235e-26	1.683313e-25	2.003721e-37	6.073965e-27	1.564158e-18	5.318853e-09	1.822602e-08	4.936766e-12	1.044944e-11	2.555005e-22	1.939193e-17	1.070658e-23	2.689427e-18	2.571215e-16	3.204121e-26	5.348990e-19	3.566473e-24	1.326104e-34	4.036082e-27	2.411789e-25	1.582902e-15	4.370277e-21	6.894794e-18	1.956719e-13	6.616539e-15	4.485794e-47	4.313589e-26	2.066891e-33	5.012507e-19	1.995292e-20	3.266094e-14	5.659324e-24	1.437718e-26	6.606888e-36	6.517891e-49	6.175652e-23	3.459148e-17	4.604144e-17	1.363052e-29	1.887829e-30	6.831486e-44	1.105511e-17	2.666975e-09	4.875707e-17	
2.051691e+05	4.792688e+02	2.964955e+09	3.483330e-59	3.483323e-59	3.483323e-59	3.483323e-59	3.483323e-59	3.483323e-59	3.483323e-59	3.483323e-59	3.483323e-59	3.483323e-59	3.483323e-59	3.483323e-59	1.374798e-01	1.453396e-14	7.882249e-01	5.404745e-03	5.071144e-23	3.716377e-29	3.959684e-17	5.498978e-02	4.439942e-04	3.003247e-14	2.488571e-08	1.050125e-46	3.733321e-35	1.608441e-31	1.130109e-15	5.830038e-03	3.390119e-16	4.861350e-09	2.116841e-03	7.438950e-11	5.373524e-13	1.667283e-14	4.141391e-15	3.168792e-08	4.866440e-06	8.004675e-28	1.823374e-05	3.238945e-23	5.419644e-03	1.045733e-18	6.015617e-19	6.709200e-05	1.235870e-58	6.343930e-41	1.345197e-15	9.999980e-12	3.327044e-15	8.481155e-19	4.896092e-21	1.445168e-09	4.822831e-18	1.482574e-19	7.887688e-41	2.671628e-26	2.533938e-41	1.711367e-26	1.624554e-25	2.310596e-37	1.591035e-26	1.812368e-18	5.318809e-09	1.822594e-08	4.946267e-12	1.038084e-11	2.550415e-22	1.977184e-17	1.139050e-23	2.688820e-18	3.017931e-16	1.190519e-26	3.769191e-19	2.903450e-24	7.639220e-36	1.117350e-27	4.497740e-26	1.866457e-15	2.983381e-21	5.030360e-18	3.279262e-13	8.146811e-15	3.143786e-48	2.486264e-26	2.208427e-34	3.766903e-19	1.781524e-20	3.274187e-14	5.577820e-24	5.506362e-26	4.155298e-36	1.342193e-50	1.472256e-22	9.526827e-17	4.604144e-17	7.809409e-30	2.741242e-29	6.223970e-45	8.947297e-18	2.666999e-09	4.875711e-17	
1.563319e+05	4.419388e+02	3.396367e+09	4.260448e-59	4.260435e-59	4.260435e-59	4.260435e-59	4.260435e-59	4.260435e-59	4.260435e-59	4.260435e-59	4.260435e-59	4.260435e-59	4.260435e-59	4.260435e-59	1.374798e-01	5.552354e-15	7.882249e-01	5.404745e-03	4.912660e-24	1.076430e-28	4.495179e-17	5.498978e-02	4.439942e-04	3.495423e-14	2.439506e-08	8.569599e-46	7.757576e-34	1.071208e-31	3.946868e-16	5.830038e-03	7.848808e-16	5.526996e-09	2.116837e-03	8.879511e-11	6.125600e-13	1.671862e-14	4.714926e-15	3.168791e-08	4.869026e-06	4.973827e-29	1.823374e-05	2.570785e-21	5.419644e-03	1.523317e-18	2.871741e-19	6.709202e-05	6.758425e-61	2.222501e-42	1.361999e-15	1.023815e-11	3.788072e-15	2.173518e-18	8.077322e-21	1.422449e-09	5.329618e-18	1.466883e-19	1.430079e-38	4.200548e-26	1.709207e-39	4.994681e-27	1.590873e-25	2.485457e-37	2.614847e-26	2.080066e-18	5.318785e-09	1.822590e-08	4.950846e-12	1.031890e-11	2.547762e-22	2.005119e-17	1.206248e-23	2.688342e-18	3.492500e-16	4.690043e-27	2.548415e-19	2.211854e-24	7.728662e-37	2.421454e-28	6.352198e-27	2.211276e-15	1.850343e-21	3.402315e-18	3.556537e-13	9.770030e-15	1.363280e-49	1.319694e-26	1.598013e-35	2.676735e-19	1.548150e-20	3.278320e-14	5.565138e-24	1.048873e-25	2.384683e-36	2.144749e-52	2.447243e-22	3.082390e-16	4.604144e-17	3.984584e-30	1.941301e-27	3.466685e-46	6.831700e-18	2.667009e-09	4.875715e-17	
1.164282e+05	4.047039e+02	3.934952e+09	5.261749e-59	5.261732e-59	5.261732e-59	5.261732e-59	5.261732e-59	5.261732e-59	5.261732e-59	5.261732e-59	5.261732e-59	5.261732e-59	5.261732e-59	5.261732e-59	1.374798e-01	1.780347e-15	7.882249e-01	5.404745e-03	3.113132e-25	5.020107e-28	5.220830e-17	5.498978e-02	4.439942e-04	4.499340e-14	2.398875e-08	2.442971e-45	6.644207e-33	6.309439e-31	1.143656e-16	5.830038e-03	1.939628e-15	6.253563e-09	2.116832e-03	1.091618e-10	6.965763e-13	1.675239e-14	5.709373e-15	3.168790e-08	4.871840e-06	2.076233e-30	1.823374e-05	1.115788e-19	5.419644e-03	2.213097e-18	1.515712e-19	6.709204e-05	1.414043e-63	4.152218e-44	1.383311e-15	1.048594e-11	4.308502e-15	6.106732e-18	1.023480e-20	1.403188e-09	5.910575e-18	1.441406e-19	3.814230e-37	4.915825e-26	1.925319e-38	6.829910e-28	1.579662e-25	2.686007e-37	2.880460e-26	2.371553e-18	5.318773e-09	1.822589e-08	4.952997e-12	1.026480e-11	2.546796e-22	2.021924e-17	1.274932e-23	2.687971e-18	4.057233e-16	2.060791e-27	1.713153e-19	1.498955e-24	1.363354e-36	3.975551e-29	7.066212e-28	2.561075e-15	1.045149e-21	2.162684e-18	3.547004e-13	1.153563e-14	3.330181e-51	6.508534e-27	7.515354e-37	1.833057e-19	1.386441e-20	3.280352e-14	5.799460e-24	1.316476e-25	1.266008e-36	1.206455e-52	3.374275e-22	1.236606e-15	4.604144e-17	1.812737e-30	4.370263e-26	1.064366e-47	5.105796e-18	2.667013e-09	4.875729e-17	
8.539596e+04	3.972760e+02	4.594679e+09	7.001937e-59	7.001915e-59	7.001915e-59	7.001915e-59	7.001915e-59	7.001915e-59	7.001915e-59	7.001915e-59	7.001915e-59	7.001915e-59	7.001915e-59	7.001915e-59	1.374798e-01	1.972695e-15	7.882249e-01	5.404745e-03	2.409291e-25	2.345588e-27	6.541050e-17	5.498978e-02	4.439942e-04	5.445777e-14	2.364599e-08	3.764073e-44	6.881847e-32	6.146844e-30	1.234706e-16	5.830038e-03	5.401400e-15	7.082149e-09	2.116827e-03	1.622047e-10	7.995561e-13	1.678506e-14	7.193199e-15	3.168789e-08	4.874969e-06	1.955358e-30	1.823374e-05	1.524033e-18	5.419644e-03	4.225881e-18	2.153964e-19	6.709205e-05	7.324662e-64	2.449396e-44	1.419357e-15	1.076816e-11	4.947873e-15	1.347560e-17	1.077661e-20	1.386597e-09	6.680858e-18	1.421316e-19	2.212204e-36	4.083244e-26	8.724308e-38	5.167997e-28	1.587803e-25	3.177283e-37	2.779064e-26	2.702324e-18	5.318767e-09	1.822588e-08	4.954003e-12	1.021714e-11	2.547078e-22	2.030890e-17	1.350088e-23	2.687678e-18	4.912879e-16	2.348102e-27	2.113969e-19	2.413692e-24	1.086434e-35	3.806780e-29	5.379473e-28	2.579857e-15	9.956491e-22	2.788004e-18	3.521304e-13	1.358354e-14	2.182081e-51	6.041688e-27	5.431274e-37	1.836155e-19	1.929248e-20	3.281337e-14	6.059296e-24	1.524313e-25	1.206176e-36	1.104551e-51	4.370033e-22	1.813544e-15	4.604144e-17	2.172966e-30	3.266153e-25	1.233740e-47	6.798601e-18	2.667015e-09	4.875779e-17	
6.252540e+04	3.972760e+02	5.369655e+09	9.365093e-59	9.365064e-59	9.365064e-59	9.365064e-59	9.365064e-59	9.365064e-59	9.365064e-59	9.365064e-59	9.365064e-59	9.365064e-59	9.365064e-59	9.365064e-59	1.374798e-01	3.167885e-15	7.882249e-01	5.404745e-03	3.867627e-25	1.301671e-26	9.564312e-17	5.498977e-02	4.439942e-04	6.458732e-14	2.334641e-08	8.571362e-43	6.222107e-31	5.562771e-29	1.974601e-16	5.830038e-03	1.598799e-14	8.068177e-09	2.116821e-03	2.594398e-10	9.429882e-13	1.682933e-14	9.449979e-15	3.168788e-08	4.878540e-06	7.175607e-30	1.823374e-05	1.258343e-17	5.419644e-03	8.561409e-18	4.024025e-19	6.709207e-05	1.904164e-63	3.965061e-44	1.497841e-15	1.112341e-11	5.834920e-15	2.730708e-17	1.171932e-20	1.371830e-09	7.950740e-18	1.406596e-19	1.018020e-35	3.303919e-26	3.239702e-37	6.945464e-28	1.621884e-25	4.560735e-37	2.690318e-26	3.092716e-18	5.318765e-09	1.822588e-08	4.954489e-12	1.017389e-11	2.548610e-22	2.035423e-17	1.437126e-23	2.687433e-18	6.559805e-16	3.481649e-27	3.099001e-19	4.889299e-24	1.153445e-34	6.164000e-29	7.242524e-28	2.414404e-15	1.136716e-21	4.473563e-18	3.498827e-13	1.615324e-14	3.730039e-51	6.874002e-27	8.767868e-37	2.101579e-19	3.114478e-20	3.281826e-14	6.518683e-24	1.741983e-25	1.389375e-36	9.011012e-51	5.500229e-22	2.111674e-15	4.604144e-17	3.489620e-30	1.588718e-24	4.032784e-47	1.094279e-17	2.667016e-09	4.875943e-17	
4.583226e+04	3.972760e+02	6.271775e+09	1.226259e-58	1.226255e-58	1.226255e-58	1.226255e-58	1.226255e-58	1.226255e-58	1.226255e-58	1.226255e-58	1.226255e-58	1.226255e-58	1.226255e-58	1.226255e-58	1.374798e-01	5.185197e-15	7.882249e-01	5.404745e-03	6.331701e-25	7.974245e-26	1.686676e-16	5.498977e-02	4.439942e-04	7.841045e-14	2.308382e-08	1.870396e-41	3.985984e-30	3.609935e-28	3.216042e-16	5.830038e-03	4.775505e-14	9.250979e-09	2.116815e-03	4.226102e-10	1.169022e-12	1.691039e-14	1.298050e-14	3.168788e-08	4.882575e-06	4.226578e-29	1.823374e-05	7.517634e-17	5.419644e-03	1.706707e-17	7.606402e-19	6.709208e-05	5.196187e-63	6.609803e-44	1.683645e-15	1.160925e-11	7.220428e-15	5.446932e-17	1.504361e-20	1.358673e-09	1.046922e-17	1.396372e-19	4.312059e-35	3.214660e-26	1.046229e-36	9.491980e-28	1.707457e-25	8.235898e-37	2.639059e-26	3.555486e-18	5.318766e-09	1.822588e-08	4.954720e-12	1.013465e-11	2.552194e-22	2.037488e-17	1.539045e-23	2.687226e-18	1.005103e-15	5.457438e-27	4.610739e-19	9.747044e-24	2.173050e-33	1.028901e-28	1.067517e-27	2.252421e-15	1.332831e-21	7.324664e-18	3.482217e-13	1.958384e-14	6.538312e-51	8.018775e-27	1.472614e-36	2.461819e-19	5.230973e-20	3.282065e-14	7.223326e-24	2.045536e-25	1.643745e-36	7.479103e-50	6.793625e-22	2.468834e-15	4.604144e-17	5.712236e-30	6.001242e-24	1.324394e-46	1.821290e-17	2.667016e-09	4.876411e-17	
3.363404e+04	3.972760e+02	7.321311e+09	1.562422e-58	1.562417e-58	1.562417e-58	1.562417e-58	1.562417e-58	1.562417e-58	1.562417e-58	1.562417e-58	1.562417e-58	1.562417e-58	1.562417e-58	1.562417e-58	1.374798e-01	8.564765e-15	7.882249e-01	5.404745e-03	1.048498e-24	4.760262e-25	3.371663e-16	5.498976e-02	4.439942e-04	9.640408e-14	2.285505e-08	4.409122e-40	1.901579e-29	1.851212e-27	5.280748e-16	5.830038e-03	1.414629e-13	1.067489e-08	2.116807e-03	6.939961e-10	1.562781e-12	1.708195e-14	1.868728e-14	3.168787e-08	4.887037e-06	2.544279e-28	1.823374e-05	3.401721e-16	5.419644e-03	3.356453e-17	1.444068e-18	6.709209e-05	1.480687e-62	1.136997e-43	2.111700e-15	1.233237e-11	9.612084e-15	1.072453e-16	2.222930e-20	1.347034e-09	1.593248e-17	1.389672e-19	1.728350e-34	3.855759e-26	2.971599e-36	1.322143e-27	1.904128e-25	1.718247e-36	2.627332e-26	4.104380e-18	5.318771e-09	1.822588e-08	4.954822e-12	1.009931e-11	2.559958e-22	2.038382e-17	1.658428e-23	2.687051e-18	1.734382e-15	9.345846e-27	6.943343e-19	1.917189e-23	5.027294e-32	1.755243e-28	1.733418e-27	2.195009e-15	1.589861e-21	1.210964e-17	3.472481e-13	2.445190e-14	1.163754e-50	9.494446e-27	2.525738e-36	2.921416e-19	8.971724e-20	3.282175e-14	8.170285e-24	2.573476e-25	1.987045e-36	6.577753e-49	8.278699e-22	2.917159e-15	4.604144e-17	9.436360e-30	1.850376e-23	4.326451e-46	3.090533e-17	2.667016e-09	4.877592e-17	
2.471024e+04	3.972760e+02	8.541669e+09	1.921351e-58	1.921345e-58	1.921345e-58	1.921345e-58	1.921345e-58	1.921345e-58	1.921345e-58	1.921345e-58	1.921345e-58	1.921345e-58	1.921345e-58	1.921345e-58	1.374798e-01	1.417904e-14	7.882249e-01	5.404745e-03	1.752521e-24	2.665097e-24	6.957813e-16	5.498976e-02	4.439942e-04	1.190455e-13	2.265681e-08	9.608194e-39	7.084230e-29	8.492442e-27	8.682178e-16	5.830038e-03	4.114653e-13	1.240214e-08	2.116798e-03	1.141047e-09	2.279706e-12	1.744670e-14	2.815814e-14	3.168788e-08	4.891856e-06	1.345109e-27	1.823374e-05	1.218032e-15	5.419644e-03	6.529072e-17	2.741237e-18	6.709210e-05	4.745389e-62	2.042634e-43	3.029179e-15	1.348190e-11	1.394360e-14	2.090265e-16	3.449869e-20	1.336796e-09	2.775463e-17	1.385704e-19	6.663651e-34	5.311017e-26	7.516548e-36	1.952375e-27	2.327623e-25	3.703882e-36	2.665787e-26	4.759884e-18	5.318784e-09	1.822588e-08	4.954857e-12	1.006762e-11	2.576227e-22	2.039130e-17	1.798589e-23	2.686901e-18	3.158941e-15	1.780298e-26	1.059995e-18	3.730746e-23	6.808253e-31	3.018242e-28	3.111117e-27	2.307418e-15	1.916602e-21	2.007954e-17	3.471127e-13	3.166859e-14	2.089429e-50	1.132697e-26	4.335908e-36	3.486317e-19	1.540089e-19	3.282217e-14	9.364886e-24	3.562788e-25	2.462013e-36	6.067712e-48	9.998145e-22	3.453173e-15	4.604144e-17	1.562431e-29	4.846731e-23	1.396592e-45	5.294854e-17	2.667016e-09	4.880245e-17	
1.817450e+04	3.972760e+02	9.959867e+09	2.253741e-58	2.253734e-58	2.253734e-58	2.253734e-58	2.253734e-58	2.253734e-58	2.253734e-58	2.253734e-58	2.253734e-58	2.253734e-58	2.253734e-58	2.253734e-58	1.374798e-01	2.337351e-14	7.882249e-01	5.404745e-03	2.973811e-24	1.380001e-23	1.395747e-15	5.498975e-02	4.439943e-04	1.464248e-13	2.248569e-08	1.674292e-37	2.150925e-28	3.662883e-26	1.420136e-15	5.830038e-03	1.164645e-12	1.451744e-08	2.116788e-03	1.866310e-09	3.573562e-12	1.817961e-14	4.402754e-14	3.168789e-08	4.896915e-06	6.162180e-27	1.823374e-05	3.590554e-15	5.419644e-03	1.259066e-16	5.192643e-18	6.709211e-05	3.255134e-61	3.890562e-43	4.839404e-15	1.536079e-11	2.175267e-14	4.043749e-16	5.245397e-20	1.327827e-09	5.206145e-17	1.384027e-19	2.495679e-33	7.757268e-26	1.715543e-35	3.287417e-27	3.175319e-25	7.739902e-36	2.762542e-26	5.552124e-18	5.318810e-09	1.822589e-08	4.954856e-12	1.003930e-11	2.608591e-22	2.040749e-17	1.964008e-23	2.686774e-18	5.723168e-15	3.676518e-26	1.641828e-18	7.199623e-23	5.420741e-30	5.139162e-28	6.107671e-27	2.630595e-15	2.320499e-21	3.318288e-17	3.481639e-13	4.251389e-14	3.761112e-50	1.352038e-26	7.264464e-36	4.154423e-19	2.580012e-19	3.282224e-14	1.080265e-23	5.382340e-25	3.171132e-36	5.629518e-47	1.201552e-21	4.051997e-15	4.604144e-17	2.576096e-29	1.113306e-22	4.434196e-45	9.004728e-17	2.667016e-09	4.885634e-17	
1.338237e+04	3.972760e+02	1.160707e+10	2.479238e-58	2.479231e-58	2.479231e-58	2.479231e-58	2.479231e-58	2.479231e-58	2.479231e-58	2.479231e-58	2.479231e-58	2.479231e-58	2.479231e-58	2.479231e-58	1.374798e-01	3.812978e-14	7.882249e-01	5.404745e-03	5.233757e-24	6.535792e-23	2.655680e-15	5.498975e-02	4.439943e-04	1.779123e-13	2.233838e-08	2.256368e-36	5.521728e-28	1.415336e-25	2.296955e-15	5.830038e-03	3.180179e-12	1.713027e-08	2.116776e-03	3.018215e-09	5.819901e-12	1.954954e-14	7.043468e-14	3.168791e-08	4.902055e-06	2.470645e-26	1.823374e-05	9.017591e-15	5.419644e-03	2.411023e-16	9.807661e-18	6.709211e-05	6.949886e-60	7.913186e-43	8.138156e-15	1.841087e-11	3.533709e-14	7.783913e-16	7.569162e-20	1.319990e-09	9.878875e-17	1.384577e-19	9.131745e-33	1.132028e-25	3.577944e-35	6.371229e-27	4.750516e-25	1.531310e-35	2.903409e-26	6.523207e-18	5.318857e-09	1.822590e-08	4.954835e-12	1.001405e-11	2.669020e-22	2.044428e-17	2.160661e-23	2.686665e-18	9.990531e-15	7.803981e-26	2.574264e-18	1.380591e-22	2.860629e-29	8.541363e-28	1.278279e-26	3.182370e-15	2.805837e-21	5.439015e-17	3.510412e-13	5.863789e-14	6.749940e-50	1.604483e-26	1.163029e-35	4.910390e-19	4.129669e-19	3.282212e-14	1.257434e-23	8.560304e-25	4.385257e-36	5.023872e-46	1.442126e-21	4.671368e-15	4.604144e-17	4.203462e-29	2.298963e-22	1.380558e-44	1.488320e-16	2.667016e-09	4.895657e-17	
9.864741e+03	3.972760e+02	1.351920e+10	2.496037e-58	2.496030e-58	2.496030e-58	2.496030e-58	2.496030e-58	2.496030e-58	2.496030e-58	2.496030e-58	2.496030e-58	2.496030e-58	2.496030e-58	2.496030e-58	1.374798e-01	6.117841e-14	7.882249e-01	5.404745e-03	9.953956e-24	2.809877e-22	4.766352e-15	5.498974e-02	4.439943e-04	2.118588e-13	2.221184e-08	2.386161e-35	1.235888e-27	4.682912e-25	3.650466e-15	5.830038e-03	8.295338e-12	2.037429e-08	2.116763e-03	4.795693e-09	9.530038e-12	2.193382e-14	1.135993e-13	3.168797e-08	4.907070e-06	8.767956e-26	1.823374e-05	1.985856e-14	5.419643e-03	4.589866e-16	1.846422e-17	6.709212e-05	1.552549e-58	1.700426e-42	1.373468e-14	2.322649e-11	5.785766e-14	1.495608e-15	1.027444e-19	1.313153e-09	1.827107e-16	1.387637e-19	3.276698e-32	1.593137e-25	6.898749e-35	1.292518e-26	7.480586e-25	2.854825e-35	3.051167e-26	7.728678e-18	5.318938e-09	1.822592e-08	4.954803e-12	9.991559e-12	2.774786e-22	2.051657e-17	2.396225e-23	2.686571e-18	1.663150e-14	1.623495e-25	4.057371e-18	2.634942e-22	1.108819e-28	1.374810e-27	2.760186e-26	3.971446e-15	3.370659e-21	8.892852e-17	3.567299e-13	8.206444e-14	1.201088e-49	1.882483e-26	1.759531e-35	5.717630e-19	6.244942e-19	3.282192e-14	1.593196e-23	1.380372e-24	6.854666e-36	4.184268e-45	1.733690e-21	5.262875e-15	4.604144e-17	6.746360e-29	4.351068e-22	4.202347e-44	2.349338e-16	2.667016e-09	4.912930e-17	
7.279776e+03	3.972760e+02	1.573767e+10	2.220360e-58	2.220354e-58	2.220354e-58	2.220354e-58	2.220354e-58	2.220354e-58	2.220354e-58	2.220354e-58	2.220354e-58	2.220354e-58	2.220354e-58	2.220354e-58	1.374798e-01	9.597056e-14	7.882249e-01	5.404745e-03	2.133382e-23	1.091783e-21	8.089797e-15	5.498974e-02	4.439943e-04	2.457440e-13	2.210334e-08	2.033676e-34	2.473331e-27	1.323462e-24	5.662309e-15	5.830037e-03	2.043723e-11	2.440253e-08	2.116747e-03	7.436199e-09	1.535374e-11	2.582198e-14	1.825325e-13	3.168806e-08	4.911728e-06	2.784854e-25	1.823374e-05	3.926839e-14	5.419643e-03	8.693520e-16	3.464685e-17	6.709212e-05	2.626676e-57	3.760829e-42	2.265482e-14	3.055529e-11	9.337373e-14	2.894940e-15	1.315769e-19	1.307192e-09	3.242391e-16	1.393791e-19	1.155226e-31	2.135096e-25	1.242623e-34	2.518437e-26	1.192612e-24	5.027955e-35	3.166766e-26	9.238035e-18	5.319066e-09	1.822595e-08	4.954764e-12	9.971563e-12	2.949070e-22	2.064293e-17	2.680185e-23	2.686490e-18	2.644852e-14	3.215631e-25	6.359096e-18	5.013469e-22	3.413648e-28	2.137178e-27	5.969782e-26	5.050502e-15	4.004529e-21	1.539784e-16	3.665844e-13	1.152197e-13	2.107423e-49	2.174838e-26	2.511664e-35	6.512078e-19	8.905255e-19	3.282167e-14	2.971973e-23	2.201247e-24	1.269681e-35	3.208311e-44	2.091693e-21	5.787128e-15	4.604144e-17	1.058680e-28	7.663077e-22	1.246970e-43	3.510535e-16	2.667015e-09	4.940820e-17	
5.378083e+03	3.972760e+02	1.831016e+10	1.661103e-58	1.661099e-58	1.661099e-58	1.661099e-58	1.661099e-58	1.661099e-58	1.661099e-58	1.661099e-58	1.661099e-58	1.661099e-58	1.661099e-58	1.661099e-58	1.374798e-01	1.465149e-13	7.882249e-01	5.404744e-03	5.147401e-23	3.821759e-21	1.305562e-14	5.498973e-02	4.439944e-04	2.771531e-13	2.201052e-08	1.436166e-33	4.517247e-27	3.260794e-24	8.518662e-15	5.830037e-03	4.704176e-11	2.937636e-08	2.116729e-03	1.118158e-08	2.407230e-11	3.180857e-14	2.898599e-13	3.168820e-08	4.915806e-06	8.004286e-25	1.823373e-05	7.108691e-14	5.419643e-03	1.640313e-15	6.485316e-17	6.709213e-05	3.382659e-56	8.319926e-42	3.612922e-14	4.128893e-11	1.468179e-13	5.844146e-15	1.605604e-19	1.302000e-09	5.499040e-16	1.403869e-19	3.995351e-31	2.737414e-25	2.110213e-34	4.573395e-26	1.878106e-24	8.407708e-35	3.227559e-26	1.113451e-17	5.319261e-09	1.822598e-08	4.954721e-12	9.953812e-12	3.221183e-22	2.084579e-17	3.023860e-23	2.686420e-18	4.048850e-14	5.986293e-25	9.803308e-18	9.549181e-22	8.843593e-28	3.209708e-27	1.266634e-25	6.645763e-15	4.691983e-21	3.359287e-16	3.823256e-13	1.609800e-13	3.629880e-49	2.472758e-26	3.400656e-35	7.207596e-19	1.202652e-18	3.282142e-14	9.541958e-23	3.429157e-24	2.775407e-35	2.256325e-43	2.534841e-21	6.224510e-15	4.604143e-17	1.616939e-28	1.271154e-21	3.612187e-43	4.963093e-16	2.667015e-09	4.983411e-17	
