pressure	temperature	Kzz	H2Oaer	CO2aer	H2SO4aer	NH3aer	N2Oaer	C2H2aer	C2H4aer	C2H6aer	CH3CNaer	HCCCNaer	HCNaer	CH4aer	He	H	H2	H2O	OH	O	O2	CO	CO2	HCO	H2CO	C	CH	CH2	CH3	CH4	S	S2	H2S	HS	SO	SO2	CS	CS2	OCS	CN	HCN	N	N2	NH	NH2	NH3	C2	C2H	C2H2	C2H4	NO	HNO	HO2	HNCO	N2O	H2O2	O3	NO2	NO3	SO3	HNO2	HNO3	H2SO4	N2H4	C2H6	CH3OH	CH2CO	CH3CHO	C3H4	C3H6	C4H2	C4H4	HCS	C2H3	C2H5	NCO	1CH2	HCCO	NNH	HSO	CH3O	H2COH	H2CN	N2H2	C4H	HCNOH	C2H2OH	CH3CO	CH2CHO	C2H3OH	C2H4OH	CH3O2	HSO3	O1D	N2H3	NH2CO	HS4	C4H3	CH2N2	N2D	CH2CN	CH3CN	HCCCN	
4.698041e+06	1.201129e+03	6.205833e+08	3.554353e-60	3.554353e-60	3.554353e-60	3.554353e-60	3.554353e-60	3.554353e-60	3.554353e-60	3.554353e-60	3.554353e-60	3.554353e-60	3.554353e-60	3.554353e-60	1.374788e-01	8.296879e-08	7.880696e-01	5.561710e-03	4.864674e-12	5.050756e-19	1.810095e-21	5.515363e-02	2.831341e-04	1.368464e-10	1.065390e-07	2.845383e-25	5.819830e-22	6.776085e-16	1.391668e-08	5.826127e-03	1.400903e-11	3.069202e-09	2.116889e-03	1.282511e-07	1.639621e-12	1.780560e-13	8.953894e-10	3.077968e-08	4.723207e-06	1.864062e-15	1.829754e-05	3.210000e-19	5.419605e-03	4.473438e-17	1.711624e-11	6.700717e-05	5.544188e-29	8.862207e-21	1.660758e-09	6.265257e-08	2.443262e-15	7.351130e-19	4.359310e-24	1.900789e-08	1.812777e-20	1.210738e-20	-7.311296e-40	8.539647e-27	4.202790e-43	4.153801e-24	9.230174e-25	8.856831e-37	7.768053e-29	1.736937e-17	3.734712e-08	3.577231e-09	3.388555e-09	1.255137e-10	3.845957e-16	7.266318e-12	1.832601e-18	2.561591e-17	6.335053e-12	2.914091e-14	5.346296e-13	3.196393e-16	9.031222e-18	2.179008e-16	7.240850e-16	2.922106e-13	2.982131e-16	1.399767e-13	1.580318e-12	2.074462e-17	3.282713e-29	2.739276e-19	1.272847e-21	6.134225e-14	8.723338e-15	4.301846e-12	7.203616e-19	1.075953e-30	4.042337e-29	3.168286e-27	1.952820e-20	3.684940e-15	4.604118e-17	7.740690e-23	1.365518e-17	2.265308e-29	1.038701e-12	5.217144e-09	9.064920e-14	
4.192837e+06	1.163044e+03	6.554527e+08	3.855501e-60	3.855501e-60	3.855501e-60	3.855501e-60	3.855501e-60	3.855501e-60	3.855501e-60	3.855501e-60	3.855501e-60	3.855501e-60	3.855501e-60	3.855501e-60	1.374797e-01	4.224166e-08	7.880960e-01	5.533933e-03	2.000729e-12	1.085172e-19	3.928572e-22	5.512028e-02	3.139117e-04	7.866779e-11	9.690632e-08	2.505927e-26	7.339464e-23	1.591184e-16	6.988416e-09	5.829257e-03	5.741768e-12	1.900717e-09	2.116967e-03	7.817637e-08	7.301448e-13	9.450264e-14	5.829866e-10	3.108952e-08	4.706046e-06	7.215210e-16	1.824787e-05	7.701839e-20	5.419638e-03	1.216451e-17	8.355433e-12	6.706072e-05	2.844088e-30	1.017839e-21	5.525003e-10	3.423731e-08	7.901503e-16	2.152087e-19	8.690570e-25	1.631703e-08	6.030389e-21	3.718405e-21	-9.189925e-40	1.535777e-27	2.893669e-44	1.332188e-24	2.153701e-25	1.142522e-37	2.942199e-29	9.037522e-18	2.918483e-08	4.146094e-09	2.211976e-09	1.043262e-10	1.119302e-16	3.332422e-12	2.905170e-19	6.516859e-18	3.929913e-12	7.195199e-15	2.316892e-13	1.282164e-16	1.877221e-18	6.719220e-17	2.998377e-16	1.364953e-13	1.751869e-16	8.796097e-14	1.069021e-12	8.554497e-18	1.835884e-30	1.228748e-19	4.566278e-22	3.276100e-14	4.025750e-15	3.078180e-12	3.531472e-19	1.663442e-31	1.080824e-29	3.674826e-28	6.769057e-21	2.129241e-15	4.604145e-17	1.026098e-23	4.679246e-18	2.404839e-30	5.417648e-13	4.906048e-09	2.847304e-14	
3.729470e+06	1.124873e+03	6.949431e+08	4.191435e-60	4.191435e-60	4.191435e-60	4.191435e-60	4.191435e-60	4.191435e-60	4.191435e-60	4.191435e-60	4.191435e-60	4.191435e-60	4.191435e-60	4.191435e-60	1.374798e-01	2.047898e-08	7.881316e-01	5.497946e-03	7.707945e-13	2.083290e-20	7.624534e-23	5.508312e-02	3.505857e-04	4.360358e-11	8.796742e-08	1.844183e-27	7.950574e-24	3.358606e-17	3.334601e-09	5.829966e-03	2.201612e-12	1.133499e-09	2.117015e-03	4.592489e-08	3.057173e-13	4.856153e-14	3.666667e-10	3.131229e-08	4.690255e-06	2.612027e-16	1.823393e-05	1.709208e-20	5.419645e-03	3.004713e-18	3.867282e-12	6.707762e-05	1.168017e-31	9.930202e-23	1.686519e-10	1.784981e-08	2.343717e-16	5.749933e-20	1.542116e-25	1.385949e-08	1.860548e-21	1.050028e-21	3.407050e-40	2.478430e-28	1.672102e-45	3.994328e-25	4.514945e-26	1.295537e-38	1.059413e-29	4.493652e-18	2.241950e-08	4.920349e-09	1.402320e-09	8.603781e-11	2.961644e-17	1.441202e-12	8.348354e-20	3.120159e-18	2.351913e-12	1.602639e-15	9.427040e-14	4.813384e-17	3.477453e-19	1.903416e-17	1.170024e-16	6.026640e-14	9.984861e-17	5.425388e-14	7.066442e-13	3.281171e-18	1.729483e-31	5.235828e-20	1.564872e-22	1.675839e-14	1.768392e-15	2.162559e-12	1.664074e-19	2.257229e-32	2.672906e-30	3.665435e-29	2.176710e-21	1.187531e-15	4.604150e-17	2.445346e-24	1.488484e-18	2.324543e-31	2.700535e-13	4.596388e-09	8.244613e-15	
3.305466e+06	1.086783e+03	7.381508e+08	4.568239e-60	4.568239e-60	4.568239e-60	4.568239e-60	4.568239e-60	4.568239e-60	4.568239e-60	4.568239e-60	4.568239e-60	4.568239e-60	4.568239e-60	4.568239e-60	1.374798e-01	9.439643e-09	7.881725e-01	5.456941e-03	2.777352e-13	3.562887e-21	1.318358e-23	5.504200e-02	3.917346e-04	2.327108e-11	7.967515e-08	1.128039e-28	7.370376e-25	6.352710e-18	1.509984e-09	5.830069e-03	7.881738e-13	6.503254e-10	2.117043e-03	2.597146e-08	1.202157e-13	2.557354e-14	2.226014e-10	3.146126e-08	4.678165e-06	8.809291e-17	1.823139e-05	3.509715e-21	5.419645e-03	6.728827e-19	1.694904e-12	6.708270e-05	3.817451e-33	8.194561e-24	4.719653e-11	8.875613e-09	6.374967e-17	1.400467e-20	2.413300e-26	1.165115e-08	5.326931e-22	2.721972e-22	1.804804e-39	3.624402e-29	8.177222e-47	1.184266e-25	8.501955e-27	1.304050e-39	3.842392e-30	2.134044e-18	1.693634e-08	5.954582e-09	8.629945e-10	7.040007e-11	7.115690e-18	5.875631e-13	4.080745e-20	2.641087e-18	1.356585e-12	3.213845e-16	3.597218e-14	1.688835e-17	5.721631e-20	4.942478e-18	4.293224e-17	2.512226e-14	5.503953e-17	3.268104e-14	4.553292e-13	1.169847e-18	2.569524e-32	2.116551e-20	4.971228e-23	8.200543e-15	7.385472e-16	1.491137e-12	7.521824e-20	2.694203e-33	6.465774e-31	3.147358e-30	6.487466e-22	6.388041e-16	4.604150e-17	9.828710e-25	4.386368e-19	2.146100e-32	1.283189e-13	4.284192e-09	2.215652e-15	
2.918469e+06	1.048701e+03	7.855396e+08	4.992370e-60	4.992370e-60	4.992370e-60	4.992370e-60	4.992370e-60	4.992370e-60	4.992370e-60	4.992370e-60	4.992370e-60	4.992370e-60	4.992370e-60	4.992370e-60	1.374798e-01	4.107765e-09	7.882059e-01	5.423503e-03	9.292655e-14	5.352639e-22	2.128655e-24	5.500863e-02	4.252132e-04	1.189965e-11	7.200494e-08	5.588979e-30	5.725042e-26	1.060539e-18	6.442392e-10	5.830062e-03	2.609264e-13	3.570765e-10	2.117058e-03	1.406420e-08	4.410789e-14	1.603094e-14	1.299312e-10	3.155653e-08	4.671602e-06	2.739976e-17	1.823169e-05	6.575970e-22	5.419645e-03	1.356834e-19	6.981491e-13	6.708466e-05	9.627505e-35	5.593367e-25	1.195900e-11	4.184438e-09	1.588589e-17	3.097447e-21	3.204460e-27	9.684504e-09	1.547435e-22	6.429161e-23	-4.775867e-40	4.849233e-30	3.391642e-48	4.021590e-26	1.435868e-27	1.175738e-40	1.634386e-30	9.622394e-19	1.256195e-08	7.353694e-09	5.136601e-10	5.711980e-11	1.533563e-18	2.241645e-13	2.257827e-20	2.645488e-18	7.510456e-13	5.721940e-17	1.276897e-14	5.488383e-18	8.225494e-21	1.162777e-18	1.468847e-17	9.830181e-15	2.918806e-17	1.911867e-14	2.848451e-13	3.837864e-19	3.964241e-33	8.063610e-21	1.426434e-23	3.817124e-15	2.913336e-16	1.007017e-12	3.240928e-20	2.988521e-34	1.769526e-31	2.307258e-31	1.774420e-22	3.299405e-16	4.604149e-17	4.429164e-25	1.184987e-19	1.957628e-33	5.771132e-14	3.968507e-09	5.688824e-16	
2.566179e+06	1.010507e+03	8.377660e+08	5.471462e-60	5.471462e-60	5.471462e-60	5.471462e-60	5.471462e-60	5.471462e-60	5.471462e-60	5.471462e-60	5.471462e-60	5.471462e-60	5.471462e-60	5.471462e-60	1.374798e-01	1.671608e-09	7.882215e-01	5.407867e-03	2.856622e-14	6.925709e-23	3.492780e-23	5.499303e-02	4.408638e-04	5.791380e-12	6.492743e-08	2.166320e-31	3.634417e-27	1.531024e-19	2.564772e-10	5.830049e-03	7.885852e-14	1.863672e-10	2.117061e-03	7.241320e-09	1.495862e-14	1.342365e-14	7.251122e-11	3.161501e-08	4.672453e-06	7.752463e-18	1.823238e-05	1.105264e-22	5.419644e-03	2.582292e-20	2.675562e-13	6.708601e-05	1.801904e-36	3.071963e-26	2.710942e-12	1.858741e-09	3.845606e-18	6.540273e-22	4.396473e-28	7.946674e-09	1.092964e-21	1.367237e-23	-2.254269e-40	6.366822e-31	1.266294e-49	1.747025e-26	2.302338e-28	1.016729e-41	9.159498e-31	4.086005e-19	9.143837e-09	9.308199e-09	2.942194e-10	4.591089e-11	2.923558e-19	7.936696e-14	1.200330e-20	2.681867e-18	3.967672e-13	8.890866e-18	4.177816e-15	1.631800e-18	1.010617e-21	2.439846e-19	4.633002e-18	3.579776e-15	1.481017e-17	1.081730e-14	1.721675e-13	1.145149e-19	5.314984e-34	2.869180e-21	3.618917e-24	1.677129e-15	1.075778e-16	6.641300e-13	1.320301e-20	2.837077e-33	6.108231e-32	1.440697e-32	4.393734e-23	1.626080e-16	4.604148e-17	1.896880e-25	2.893429e-20	1.768493e-34	2.434536e-14	3.649642e-09	1.612940e-16	
2.246397e+06	9.723276e+02	8.954688e+08	6.015962e-60	6.015962e-60	6.015962e-60	6.015962e-60	6.015962e-60	6.015962e-60	6.015962e-60	6.015962e-60	6.015962e-60	6.015962e-60	6.015962e-60	6.015962e-60	1.374798e-01	6.335718e-10	7.882255e-01	5.403935e-03	8.016914e-15	7.639559e-24	2.839137e-21	5.498912e-02	4.448003e-04	2.674337e-12	5.838595e-08	6.466621e-33	1.885351e-28	1.894537e-20	9.488122e-11	5.830045e-03	2.164925e-14	9.237748e-11	2.117052e-03	3.534857e-09	4.670848e-15	1.329350e-14	3.859343e-11	3.164928e-08	4.681510e-06	1.983251e-18	1.823293e-05	1.719052e-23	5.419644e-03	7.362751e-21	9.498188e-14	6.708726e-05	2.516993e-38	1.372126e-27	5.593317e-13	7.905533e-10	1.504764e-18	2.092309e-22	4.674373e-27	6.431892e-09	2.431245e-20	2.597332e-24	1.115864e-40	1.380409e-31	7.120448e-51	8.562947e-27	5.820297e-29	1.416279e-42	5.970580e-31	1.629578e-19	6.653575e-09	1.206799e-08	1.619091e-10	3.653012e-11	5.017696e-20	2.647976e-14	5.992473e-21	2.698184e-18	1.993605e-13	1.219643e-18	1.278628e-15	4.414320e-19	1.051020e-22	4.537085e-20	1.340205e-18	1.207692e-15	7.160786e-18	5.895153e-15	1.003428e-13	3.094783e-20	6.014380e-35	9.494866e-22	8.050709e-25	6.930414e-16	3.704827e-17	4.270920e-13	5.065242e-21	1.418891e-31	2.344075e-32	7.935860e-34	9.804587e-24	7.626463e-17	4.604147e-17	7.544012e-26	6.343987e-21	1.570724e-35	9.599602e-15	3.331279e-09	6.930862e-17	
1.957032e+06	9.341333e+02	9.594517e+08	6.637738e-60	6.637738e-60	6.637738e-60	6.637738e-60	6.637738e-60	6.637738e-60	6.637738e-60	6.637738e-60	6.637738e-60	6.637738e-60	6.637738e-60	6.637738e-60	1.374798e-01	2.220311e-10	7.882256e-01	5.403845e-03	2.030429e-15	7.052478e-25	7.468714e-20	5.498902e-02	4.448902e-04	1.166077e-12	5.233679e-08	1.441585e-34	8.128598e-30	1.977192e-21	3.236975e-11	5.830043e-03	5.352604e-15	4.355472e-11	2.117033e-03	1.627896e-09	1.338208e-15	1.366892e-14	1.949757e-11	3.166850e-08	4.699574e-06	4.535469e-19	1.823335e-05	3.123810e-24	5.419644e-03	6.548024e-21	3.098266e-14	6.708844e-05	2.847493e-40	5.459618e-29	1.163533e-13	3.549604e-10	4.174563e-18	2.111421e-22	7.451423e-26	5.126001e-09	1.667488e-19	4.574683e-25	2.632751e-40	2.119424e-31	2.562070e-51	4.130270e-27	1.015001e-28	1.359483e-42	3.958596e-31	6.081457e-20	5.366917e-09	1.517571e-08	8.547881e-11	2.874572e-11	8.612498e-21	9.161686e-15	2.797851e-21	2.702597e-18	9.463353e-14	1.614502e-19	4.031186e-16	1.075256e-19	9.088004e-24	7.402408e-21	3.522735e-19	3.751241e-16	3.168249e-18	2.913559e-15	5.624660e-14	7.527041e-21	5.651613e-36	2.899703e-22	1.555791e-25	2.677421e-16	1.182567e-17	2.672630e-13	1.819230e-21	2.222147e-30	8.714962e-33	3.934833e-35	1.957970e-24	3.389522e-17	4.604147e-17	2.776361e-26	1.235879e-21	1.424626e-36	3.528480e-15	3.027391e-09	5.005723e-17	
1.696071e+06	8.959145e+02	1.030693e+09	7.351676e-60	7.351676e-60	7.351676e-60	7.351676e-60	7.351676e-60	7.351676e-60	7.351676e-60	7.351676e-60	7.351676e-60	7.351676e-60	7.351676e-60	7.351676e-60	1.374798e-01	7.135131e-11	7.882251e-01	5.404294e-03	4.585254e-16	5.345449e-26	6.624197e-19	5.498945e-02	4.444421e-04	4.774639e-13	4.674425e-08	2.319604e-36	3.168767e-31	1.709231e-22	1.009807e-11	5.830042e-03	1.180354e-15	2.058092e-11	2.117002e-03	7.033537e-10	3.661806e-16	1.405120e-14	9.331123e-12	3.167873e-08	4.728821e-06	9.154831e-20	1.823361e-05	1.080091e-24	5.419644e-03	9.535120e-21	9.203107e-15	6.708949e-05	2.807529e-42	2.104294e-30	2.668655e-14	1.784731e-10	3.382611e-17	3.531552e-22	3.920020e-25	4.020072e-09	4.684298e-19	2.896876e-25	5.288377e-41	8.956084e-31	1.697933e-51	1.886718e-27	5.020609e-28	2.753645e-42	2.579316e-31	2.115824e-20	5.118536e-09	1.714619e-08	4.341760e-11	2.236744e-11	1.629284e-21	3.481147e-15	1.216537e-21	2.702534e-18	4.228735e-14	2.166511e-20	1.386115e-16	2.334265e-20	6.405548e-25	1.052420e-21	8.326018e-20	1.100862e-16	1.207836e-18	1.201363e-15	3.023173e-14	1.651082e-21	4.332459e-37	8.108760e-23	2.588391e-26	9.606387e-17	3.475497e-18	1.626783e-13	6.077875e-22	1.130621e-29	2.999881e-33	1.670088e-36	3.473305e-25	1.422350e-17	4.604146e-17	9.410730e-27	2.148371e-22	1.580947e-37	1.228011e-15	2.800550e-09	4.744988e-17	
1.461595e+06	8.577574e+02	1.110369e+09	8.177255e-60	8.177255e-60	8.177255e-60	8.177255e-60	8.177255e-60	8.177255e-60	8.177255e-60	8.177255e-60	8.177255e-60	8.177255e-60	8.177255e-60	8.177255e-60	1.374798e-01	2.138330e-11	7.882249e-01	5.404569e-03	9.361715e-17	3.599713e-27	2.427959e-18	5.498969e-02	4.441673e-04	1.871362e-13	4.163162e-08	2.745739e-38	1.412679e-32	1.264688e-23	2.928932e-12	5.830041e-03	2.414767e-16	2.545036e-11	2.116961e-03	2.906380e-10	5.591284e-16	1.439311e-14	4.256673e-12	3.168384e-08	4.767857e-06	1.652158e-20	1.823373e-05	6.038588e-25	5.419644e-03	1.440180e-20	2.530201e-15	6.709036e-05	2.710613e-44	8.696833e-32	7.143881e-15	9.078737e-11	1.450226e-16	6.208370e-22	8.389696e-25	3.124758e-09	8.336346e-19	9.694312e-25	-5.195957e-40	2.150569e-30	2.036183e-48	8.908034e-28	1.305215e-27	9.973149e-39	1.809534e-31	7.202399e-21	5.180961e-09	1.793114e-08	2.171531e-11	1.735517e-11	3.699955e-22	1.315073e-15	4.929160e-22	2.701060e-18	1.757888e-14	2.704930e-21	4.762733e-17	4.620831e-21	3.797569e-26	1.355382e-22	1.795639e-20	1.437568e-16	4.104394e-19	4.332282e-16	1.591376e-14	3.649135e-22	2.744553e-38	2.122161e-23	3.795255e-27	3.259557e-17	9.642165e-19	9.782821e-14	1.926768e-22	2.341382e-29	9.699902e-34	6.102277e-38	5.865358e-26	5.794459e-18	4.604146e-17	2.993586e-27	3.381730e-23	2.473570e-38	4.214739e-16	2.696580e-09	4.789135e-17	
1.251766e+06	8.195674e+02	1.199912e+09	9.137462e-60	9.137462e-60	9.137462e-60	9.137462e-60	9.137462e-60	9.137462e-60	9.137462e-60	9.137462e-60	9.137462e-60	9.137462e-60	9.137462e-60	9.137462e-60	1.374798e-01	7.377441e-12	7.882248e-01	5.404683e-03	2.121949e-17	8.570045e-28	5.171046e-18	5.498977e-02	4.440536e-04	8.708380e-14	3.725888e-08	3.543251e-40	1.167963e-33	1.217179e-24	9.746931e-13	5.830041e-03	7.067765e-17	1.275925e-10	2.116922e-03	1.424152e-10	6.664180e-15	1.471711e-14	1.806743e-12	3.168630e-08	4.804638e-06	3.267073e-21	1.823376e-05	4.405069e-25	5.419644e-03	2.173114e-20	7.941377e-16	6.709101e-05	4.897296e-46	5.987814e-33	2.712097e-15	4.532758e-11	3.388576e-16	1.107456e-21	1.159338e-24	2.463586e-09	1.203875e-18	2.828256e-24	5.385041e-45	1.101725e-29	4.699089e-50	1.109654e-27	2.293364e-27	-9.803117e-41	3.515404e-31	4.197413e-21	5.253498e-09	1.817144e-08	1.147312e-11	1.388159e-11	1.323746e-22	4.829158e-16	1.879290e-22	2.699274e-18	5.691884e-15	3.754337e-22	1.914362e-17	1.051851e-21	2.869365e-27	2.089352e-23	4.347068e-21	1.423716e-15	1.588105e-19	1.769287e-16	1.021557e-14	1.952554e-22	1.775504e-39	6.509351e-24	6.196070e-28	1.294961e-17	3.210053e-19	6.122753e-14	7.242672e-23	3.459566e-29	3.651330e-34	2.901038e-39	2.051492e-26	2.915825e-18	4.604146e-17	1.104901e-27	4.751429e-24	5.588592e-39	1.741272e-16	2.664968e-09	4.838709e-17	
1.064817e+06	7.814352e+02	1.301079e+09	1.026365e-59	1.026365e-59	1.026365e-59	1.026365e-59	1.026365e-59	1.026365e-59	1.026365e-59	1.026365e-59	1.026365e-59	1.026365e-59	1.026365e-59	1.026365e-59	1.374798e-01	3.628199e-12	7.882248e-01	5.404723e-03	6.583894e-18	7.392934e-28	8.370495e-18	5.498979e-02	4.440136e-04	5.977978e-14	3.394220e-08	7.578145e-42	2.858537e-34	2.324804e-25	4.606954e-13	5.830040e-03	4.588722e-17	4.307457e-10	2.116894e-03	1.028259e-10	3.467638e-14	1.503843e-14	6.810185e-13	3.168742e-08	4.830572e-06	8.714640e-22	1.823376e-05	4.802680e-25	5.419644e-03	3.346970e-20	3.522145e-16	6.709144e-05	2.568574e-47	8.629063e-34	1.545252e-15	2.304727e-11	5.814367e-16	2.052405e-21	1.649558e-24	2.030973e-09	1.572158e-18	9.270033e-24	1.396650e-44	4.321522e-29	3.955299e-51	3.426532e-27	4.583632e-27	8.810984e-41	1.787179e-30	2.372921e-20	5.293231e-09	1.822995e-08	6.903993e-12	1.187432e-11	8.603871e-23	1.795827e-16	6.921572e-23	2.697553e-18	1.362171e-15	7.432165e-23	1.102260e-17	3.512307e-22	4.199235e-28	5.137290e-24	1.458165e-21	4.079387e-15	8.849188e-20	1.037150e-16	9.965327e-15	2.007104e-20	1.481093e-40	2.943874e-24	1.436668e-28	7.473418e-18	1.644488e-19	4.216189e-14	4.064731e-23	5.951412e-29	1.986529e-34	2.665403e-40	1.050712e-25	2.325823e-18	4.604146e-17	5.864469e-28	5.960928e-25	1.884735e-39	1.057268e-16	2.659367e-09	4.862369e-17	
8.990724e+05	7.434140e+02	1.416033e+09	1.159612e-59	1.159612e-59	1.159612e-59	1.159612e-59	1.159612e-59	1.159612e-59	1.159612e-59	1.159612e-59	1.159612e-59	1.159612e-59	1.159612e-59	1.159612e-59	1.374798e-01	1.816504e-12	7.882248e-01	5.404737e-03	1.986473e-18	3.697070e-28	1.179359e-17	5.498979e-02	4.440003e-04	4.342561e-14	3.169940e-08	2.314312e-43	2.932411e-34	4.490502e-26	2.208211e-13	5.830040e-03	3.381532e-17	9.060286e-10	2.116876e-03	7.847732e-11	8.806754e-14	1.535960e-14	2.400175e-13	3.168784e-08	4.845104e-06	2.222951e-22	1.823376e-05	1.137684e-24	5.419644e-03	5.363904e-20	1.576231e-16	6.709167e-05	1.685879e-48	1.576629e-34	1.248571e-15	1.337529e-11	8.587822e-16	4.037591e-21	2.501745e-24	1.796102e-09	1.943440e-18	3.550969e-23	-2.326084e-40	6.117751e-29	4.138063e-51	8.271722e-27	8.820748e-27	1.617728e-40	7.555454e-30	1.611714e-19	5.310402e-09	1.823648e-08	5.204186e-12	1.102115e-11	1.085902e-22	7.603558e-17	2.726839e-23	2.695994e-18	3.751861e-16	1.677648e-23	6.519796e-18	1.264111e-22	6.051212e-29	1.578975e-24	4.821333e-22	5.010256e-15	5.135049e-20	6.293482e-17	1.063758e-14	2.821278e-18	1.249045e-41	1.421598e-24	3.456798e-29	4.486599e-18	9.549760e-20	3.400848e-14	2.462076e-23	9.843961e-29	1.118010e-34	2.339791e-41	7.074922e-25	2.174501e-18	4.604145e-17	3.201436e-28	6.699753e-26	6.403171e-40	6.711570e-17	2.661367e-09	4.871337e-17	
7.529209e+05	7.054439e+02	1.547480e+09	1.318646e-59	1.318646e-59	1.318646e-59	1.318646e-59	1.318646e-59	1.318646e-59	1.318646e-59	1.318646e-59	1.318646e-59	1.318646e-59	1.318646e-59	1.318646e-59	1.374798e-01	8.457741e-13	7.882248e-01	5.404742e-03	5.281259e-19	1.149822e-28	1.535401e-17	5.498979e-02	4.439961e-04	3.071045e-14	3.016171e-08	2.526177e-43	1.498497e-33	7.295681e-27	9.801275e-14	5.830039e-03	2.387412e-17	1.449868e-09	2.116867e-03	5.822865e-11	1.516139e-13	1.566880e-14	8.554160e-14	3.168797e-08	4.852074e-06	4.899196e-23	1.823375e-05	1.000568e-23	5.419644e-03	8.769508e-20	6.498687e-17	6.709178e-05	9.492228e-50	2.755326e-35	1.213364e-15	9.880493e-12	1.160603e-15	8.295162e-21	4.100324e-24	1.681811e-09	2.321295e-18	1.698694e-22	9.121835e-40	4.925295e-29	2.413560e-51	1.463395e-26	1.615295e-26	1.756709e-40	2.518656e-29	3.982690e-19	5.316674e-09	1.823281e-08	4.774239e-12	1.077108e-11	1.758868e-22	4.044708e-17	1.376153e-23	2.694588e-18	1.569870e-16	4.389284e-24	3.639229e-18	4.499634e-23	7.110089e-30	5.365919e-25	1.427567e-22	3.997088e-15	2.849662e-20	3.632621e-17	1.149742e-14	9.386486e-17	1.149881e-42	6.668884e-25	7.709325e-30	2.570718e-18	5.692676e-20	3.164117e-14	1.472087e-23	1.541107e-28	5.960275e-35	1.596950e-42	1.779055e-24	2.184878e-18	4.604145e-17	1.645201e-28	7.121029e-27	1.924516e-40	4.075753e-17	2.663986e-09	4.874354e-17	
6.248125e+05	6.675423e+02	1.698838e+09	1.510614e-59	1.510614e-59	1.510614e-59	1.510614e-59	1.510614e-59	1.510614e-59	1.510614e-59	1.510614e-59	1.510614e-59	1.510614e-59	1.510614e-59	1.510614e-59	1.374798e-01	4.061741e-13	7.882248e-01	5.404743e-03	1.360204e-19	3.122011e-29	1.902316e-17	5.498979e-02	4.439947e-04	2.362157e-14	2.894802e-08	2.424742e-43	3.072367e-33	1.221402e-27	4.466351e-14	5.830039e-03	2.024034e-17	2.002920e-09	2.116861e-03	4.692977e-11	2.156532e-13	1.594783e-14	3.279356e-14	3.168799e-08	4.855594e-06	1.022369e-23	1.823375e-05	3.632904e-23	5.419644e-03	1.412460e-19	2.738220e-17	6.709184e-05	5.027802e-51	4.580394e-36	1.240168e-15	8.961344e-12	1.479424e-15	1.725257e-20	8.242913e-24	1.618824e-09	2.707500e-18	1.881959e-21	-5.279232e-39	4.695976e-29	2.163771e-51	2.120439e-26	3.305774e-26	2.664221e-40	7.490157e-29	6.423541e-19	5.318597e-09	1.822941e-08	4.758385e-12	1.070339e-11	2.278927e-22	2.669809e-17	9.750152e-24	2.693308e-18	1.173986e-16	1.420155e-24	2.134576e-18	1.795491e-23	8.297461e-31	1.988955e-25	4.171777e-23	2.502004e-15	1.678851e-20	2.222107e-17	1.414432e-14	7.444430e-16	1.385005e-43	3.331447e-25	1.693358e-30	1.566164e-18	3.759776e-20	3.148892e-14	9.617963e-24	2.650273e-28	3.345078e-35	1.019133e-43	3.182513e-24	2.583224e-18	4.604145e-17	8.845989e-29	9.098782e-28	5.257613e-41	2.636839e-17	2.665608e-09	4.875301e-17	
5.132623e+05	6.296940e+02	1.874483e+09	1.745459e-59	1.745459e-59	1.745459e-59	1.745459e-59	1.745459e-59	1.745459e-59	1.745459e-59	1.745459e-59	1.745459e-59	1.745459e-59	1.745459e-59	1.745459e-59	1.374798e-01	2.130272e-13	7.882248e-01	5.404744e-03	3.552491e-20	1.265341e-29	2.279898e-17	5.498979e-02	4.439943e-04	2.112236e-14	2.789542e-08	9.410450e-44	2.312777e-33	2.351946e-28	2.211519e-14	5.830039e-03	2.391609e-17	2.552481e-09	2.116857e-03	4.392201e-11	2.781997e-13	1.618305e-14	1.418793e-14	3.168799e-08	4.857913e-06	2.106037e-24	1.823375e-05	5.201209e-23	5.419644e-03	2.201865e-19	1.250445e-17	6.709188e-05	2.659884e-52	7.316485e-37	1.270750e-15	8.958630e-12	1.812329e-15	3.586020e-20	2.197450e-23	1.573758e-09	3.102757e-18	2.433236e-20	3.141588e-44	1.189756e-28	9.084480e-51	2.710299e-26	8.319500e-26	1.545184e-39	2.174483e-28	8.750138e-19	5.319020e-09	1.822752e-08	4.825102e-12	1.065504e-11	2.493701e-22	2.114189e-17	8.977127e-24	2.692139e-18	1.338890e-16	5.392780e-25	1.401360e-18	9.023077e-24	1.066102e-31	7.935552e-26	1.263529e-23	1.584998e-15	1.115102e-20	1.533239e-17	2.134152e-14	2.079868e-15	2.100325e-44	1.868581e-25	3.748852e-31	1.080454e-18	2.874795e-20	3.187619e-14	7.312636e-24	5.501252e-28	2.099290e-35	6.696474e-45	5.596191e-24	3.809097e-18	4.604145e-17	5.283974e-29	1.734056e-28	1.305497e-41	1.936233e-17	2.666408e-09	4.875587e-17	
